Date,Open,High,Low,Close,Adj Close,Volume
2013-02-21,0.113500,0.113500,0.113500,0.113500,0.113500,0
2013-02-22,0.113500,0.113500,0.113500,0.113500,0.113500,0
2013-02-24,null,null,null,null,null,null
2013-02-25,0.113500,0.113500,0.113500,0.113500,0.113500,0
2013-02-26,0.113500,0.113500,0.113500,0.113500,0.113500,0
2013-02-27,0.113500,0.113500,0.113500,0.113500,0.113500,0
2013-02-28,0.113500,0.113500,0.113500,0.113500,0.113500,0
2013-03-01,0.115000,0.115000,0.113500,0.113500,0.113500,0
2013-03-03,null,null,null,null,null,null
2013-03-04,0.113500,0.113500,0.113500,0.113500,0.113500,0
2013-03-05,0.113500,0.113500,0.113500,0.113500,0.113500,0
2013-03-06,0.116750,0.116750,0.116750,0.116750,0.116750,0
2013-03-07,0.116750,0.116750,0.116750,0.116750,0.116750,0
2013-03-08,0.116750,0.116750,0.116750,0.116750,0.116750,0
2013-03-10,null,null,null,null,null,null
2013-03-11,0.116750,0.116750,0.116750,0.116750,0.116750,0
2013-03-12,0.116750,0.116750,0.116750,0.116750,0.116750,0
2013-03-13,0.116750,0.116750,0.116750,0.116750,0.116750,0
2013-03-14,0.116750,0.116750,0.116750,0.116750,0.116750,0
2013-03-15,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-03-17,null,null,null,null,null,null
2013-03-18,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-03-19,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-03-20,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-03-21,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-03-22,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-03-24,null,null,null,null,null,null
2013-03-25,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-03-26,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-03-27,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-03-28,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-03-29,null,null,null,null,null,null
2013-03-31,null,null,null,null,null,null
2013-04-01,0.116000,0.116000,0.116000,0.116000,0.116000,0
2013-04-02,0.116000,0.116000,0.116000,0.116000,0.116000,0
2013-04-03,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-04-04,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-04-05,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-04-07,null,null,null,null,null,null
2013-04-08,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-04-09,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-04-10,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-04-11,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-04-12,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-04-14,null,null,null,null,null,null
2013-04-15,0.114500,0.114500,0.114500,0.114500,0.114500,0
2013-04-16,0.119000,0.119000,0.119000,0.119000,0.119000,0
2013-04-17,0.119000,0.119000,0.119000,0.119000,0.119000,0
2013-04-18,0.119000,0.119000,0.119000,0.119000,0.119000,0
2013-04-19,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-04-21,null,null,null,null,null,null
2013-04-22,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-04-23,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-04-24,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-04-25,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-04-26,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-04-28,null,null,null,null,null,null
2013-04-29,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-04-30,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-05-01,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-05-02,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-05-03,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-05-05,null,null,null,null,null,null
2013-05-06,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-05-07,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-05-08,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-05-09,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-05-10,0.117500,0.117500,0.117500,0.117500,0.117500,0
2013-05-12,null,null,null,null,null,null
2013-05-13,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-14,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-15,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-16,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-17,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-19,null,null,null,null,null,null
2013-05-20,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-21,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-22,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-23,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-24,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-26,null,null,null,null,null,null
2013-05-28,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-29,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-30,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-05-31,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-06-02,null,null,null,null,null,null
2013-06-03,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-06-04,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-06-05,0.120000,0.120000,0.120000,0.120000,0.120000,0
2013-06-06,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-07,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-09,null,null,null,null,null,null
2013-06-10,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-11,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-12,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-13,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-14,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-16,null,null,null,null,null,null
2013-06-17,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-18,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-19,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-20,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-21,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-23,null,null,null,null,null,null
2013-06-24,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-25,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-26,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-27,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-28,0.122500,0.122500,0.122500,0.122500,0.122500,0
2013-06-30,null,null,null,null,null,null
2013-07-01,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-02,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-03,null,null,null,null,null,null
2013-07-05,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-07,null,null,null,null,null,null
2013-07-08,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-09,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-10,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-11,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-12,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-14,null,null,null,null,null,null
2013-07-15,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-16,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-17,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-18,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-19,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-21,null,null,null,null,null,null
2013-07-22,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-23,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-24,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-25,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-26,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-28,null,null,null,null,null,null
2013-07-29,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-30,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-07-31,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-01,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-02,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-04,null,null,null,null,null,null
2013-08-05,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-06,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-07,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-08,0.125000,0.125000,0.100000,0.125000,0.125000,0
2013-08-09,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-11,null,null,null,null,null,null
2013-08-12,0.101250,0.101250,0.101250,0.101250,0.101250,0
2013-08-13,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-14,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-15,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-16,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-18,null,null,null,null,null,null
2013-08-19,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-20,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-21,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-22,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-23,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-25,null,null,null,null,null,null
2013-08-26,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-27,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-28,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-29,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-08-30,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-01,null,null,null,null,null,null
2013-09-03,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-04,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-05,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-06,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-08,null,null,null,null,null,null
2013-09-09,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-10,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-11,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-12,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-13,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-15,null,null,null,null,null,null
2013-09-16,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-17,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-18,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-19,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-20,0.125000,0.125000,0.125000,0.125000,0.125000,0
2013-09-22,null,null,null,null,null,null
2013-09-23,0.125000,0.125000,0.120000,0.120000,0.120000,0
2013-09-24,0.115000,0.115000,0.115000,0.115000,0.115000,0
2013-09-25,0.110000,0.110000,0.110000,0.110000,0.110000,0
2013-09-26,0.105000,0.105000,0.105000,0.105000,0.105000,0
2013-09-27,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-09-29,null,null,null,null,null,null
2013-09-30,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-01,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-02,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-03,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-04,null,null,null,null,null,null
2013-10-06,null,null,null,null,null,null
2013-10-07,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-08,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-09,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-10,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-11,null,null,null,null,null,null
2013-10-13,null,null,null,null,null,null
2013-10-14,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-15,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-16,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-17,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-18,null,null,null,null,null,null
2013-10-20,null,null,null,null,null,null
2013-10-21,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-22,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-23,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-24,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-25,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-10-27,null,null,null,null,null,null
2013-10-28,0.087500,0.087500,0.087500,0.087500,0.087500,0
2013-10-29,0.087500,0.087500,0.087500,0.087500,0.087500,0
2013-10-30,0.087500,0.087500,0.087500,0.087500,0.087500,0
2013-10-31,null,null,null,null,null,null
2013-11-01,null,null,null,null,null,null
2013-11-03,null,null,null,null,null,null
2013-11-04,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-05,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-06,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-07,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-08,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-10,null,null,null,null,null,null
2013-11-11,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-12,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-13,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-14,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-15,0.100000,0.100000,0.100000,0.100000,0.100000,0
2013-11-17,null,null,null,null,null,null
2013-11-18,0.100440,0.100440,0.100440,0.100440,0.100440,0
2013-11-19,0.100440,0.100440,0.100440,0.100440,0.100440,0
2013-11-20,0.101740,0.101740,0.101740,0.101740,0.101740,0
2013-11-21,0.101740,0.101740,0.101740,0.101740,0.101740,0
2013-11-22,0.101740,0.101740,0.101740,0.101740,0.101740,0
2013-11-24,null,null,null,null,null,null
2013-11-25,0.101740,0.101740,0.101740,0.101740,0.101740,0
2013-11-26,0.101740,0.101740,0.101740,0.101740,0.101740,0
2013-11-27,0.102100,0.102100,0.102100,0.102100,0.102100,0
2013-11-29,null,null,null,null,null,null
2013-12-01,null,null,null,null,null,null
2013-12-02,0.105000,0.105000,0.105000,0.105000,0.105000,0
2013-12-03,0.105000,0.105000,0.105000,0.105000,0.105000,0
2013-12-04,0.105000,0.105000,0.105000,0.105000,0.105000,0
2013-12-05,0.105000,0.105000,0.105000,0.105000,0.105000,0
2013-12-06,0.109250,0.109250,0.109250,0.109250,0.109250,0
2013-12-08,null,null,null,null,null,null
2013-12-09,0.109250,0.109250,0.109250,0.109250,0.109250,0
2013-12-10,0.109250,0.109250,0.109250,0.109250,0.109250,0
2013-12-11,0.109250,0.109250,0.109250,0.109250,0.109250,0
2013-12-12,0.110880,0.110880,0.110880,0.110880,0.110880,0
2013-12-13,0.110880,0.110880,0.110880,0.110880,0.110880,0
2013-12-15,null,null,null,null,null,null
2013-12-16,0.110880,0.110880,0.110880,0.110880,0.110880,0
2013-12-17,0.110880,0.110880,0.110880,0.110880,0.110880,0
2013-12-18,0.110880,0.110880,0.110880,0.110880,0.110880,0
2013-12-19,0.110880,0.110880,0.110880,0.110880,0.110880,0
2013-12-20,0.113750,0.113750,0.113750,0.113750,0.113750,0
2013-12-22,null,null,null,null,null,null
2013-12-23,0.113750,0.113750,0.113750,0.113750,0.113750,0
2013-12-24,null,null,null,null,null,null
2013-12-26,0.113750,0.113750,0.113750,0.113750,0.113750,0
2013-12-27,0.113750,0.113750,0.113750,0.113750,0.113750,0
2013-12-29,null,null,null,null,null,null
2013-12-30,0.113750,0.113750,0.113750,0.113750,0.113750,0
2013-12-31,0.113750,0.113750,0.113750,0.113750,0.113750,0
2014-01-02,0.122500,0.122500,0.122500,0.122500,0.122500,0
2014-01-03,0.122500,0.122500,0.122500,0.122500,0.122500,0
2014-01-05,null,null,null,null,null,null
2014-01-06,0.148640,0.148640,0.148640,0.148640,0.148640,0
2014-01-07,0.148640,0.148640,0.148640,0.148640,0.148640,0
2014-01-08,0.157270,0.157270,0.157270,0.157270,0.157270,0
2014-01-09,0.165450,0.165450,0.165450,0.165450,0.165450,0
2014-01-10,0.165450,0.165450,0.165450,0.165450,0.165450,0
2014-01-12,null,null,null,null,null,null
2014-01-13,0.165450,0.165450,0.165450,0.165450,0.165450,0
2014-01-14,0.179090,0.179090,0.179090,0.179090,0.179090,0
2014-01-15,0.179090,0.179090,0.179090,0.179090,0.179090,0
2014-01-16,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-01-17,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-01-19,null,null,null,null,null,null
2014-01-21,0.187500,0.187500,0.187500,0.187500,0.187500,0
2014-01-22,0.187500,0.187500,0.187500,0.187500,0.187500,0
2014-01-23,0.187500,0.187500,0.187500,0.187500,0.187500,0
2014-01-24,0.187500,0.187500,0.187500,0.187500,0.187500,0
2014-01-26,null,null,null,null,null,null
2014-01-27,0.188180,0.188180,0.188180,0.188180,0.188180,0
2014-01-28,0.188180,0.188180,0.188180,0.188180,0.188180,0
2014-01-29,0.188180,0.188180,0.188180,0.188180,0.188180,0
2014-01-30,0.188180,0.188180,0.188180,0.188180,0.188180,0
2014-01-31,0.188180,0.188180,0.188180,0.188180,0.188180,10
2014-02-02,null,null,null,null,null,null
2014-02-03,0.207500,0.207500,0.207500,0.207500,0.207500,0
2014-02-04,0.185000,0.185000,0.185000,0.185000,0.185000,10
2014-02-05,0.187500,0.190000,0.187500,0.187500,0.187500,10
2014-02-06,0.187500,0.187500,0.187500,0.187500,0.187500,20
2014-02-07,0.182500,0.182500,0.177500,0.177500,0.177500,40
2014-02-09,null,null,null,null,null,null
2014-02-10,0.180000,0.180000,0.180000,0.180000,0.180000,0
2014-02-11,0.177500,0.180000,0.177500,0.180000,0.180000,10
2014-02-12,0.182500,0.182500,0.182500,0.182500,0.182500,10
2014-02-13,0.185000,0.187000,0.185000,0.186500,0.186500,44
2014-02-14,0.187000,0.190000,0.185000,0.185000,0.185000,46
2014-02-16,null,null,null,null,null,null
2014-02-18,0.187500,0.189500,0.187500,0.189500,0.189500,20
2014-02-19,0.190000,0.192500,0.190000,0.190000,0.190000,20
2014-02-20,0.192500,0.192500,0.192500,0.192500,0.192500,0
2014-02-21,0.195000,0.195000,0.192500,0.192500,0.192500,10
2014-02-23,null,null,null,null,null,null
2014-02-24,0.195000,0.195000,0.195000,0.195000,0.195000,0
2014-02-25,0.198000,0.198000,0.198000,0.198000,0.198000,0
2014-02-26,0.198000,0.198000,0.198000,0.198000,0.198000,0
2014-02-27,0.199630,0.199630,0.199630,0.199630,0.199630,0
2014-02-28,0.199380,0.199380,0.199380,0.199380,0.199380,0
2014-03-02,null,null,null,null,null,null
2014-03-03,0.172500,0.172500,0.172500,0.175000,0.175000,10
2014-03-04,0.174000,0.174000,0.174000,0.174000,0.174000,0
2014-03-05,0.174000,0.174000,0.174000,0.174000,0.174000,0
2014-03-06,0.177500,0.177500,0.174000,0.174000,0.174000,10
2014-03-07,0.172500,0.176000,0.172500,0.176000,0.176000,9
2014-03-09,null,null,null,null,null,null
2014-03-10,0.176000,0.176000,0.176000,0.176000,0.176000,0
2014-03-11,0.178000,0.178000,0.178000,0.178000,0.178000,0
2014-03-12,0.178000,0.178000,0.178000,0.178000,0.178000,0
2014-03-13,0.178000,0.178000,0.178000,0.178000,0.178000,0
2014-03-14,0.180000,0.180000,0.180000,0.180000,0.180000,0
2014-03-16,null,null,null,null,null,null
2014-03-17,0.180000,0.180000,0.180000,0.180000,0.180000,0
2014-03-18,0.180000,0.180000,0.180000,0.180000,0.180000,0
2014-03-19,0.180000,0.180000,0.180000,0.180000,0.180000,0
2014-03-20,0.180000,0.180000,0.180000,0.180000,0.180000,0
2014-03-21,0.183000,0.183000,0.183000,0.183000,0.183000,0
2014-03-23,null,null,null,null,null,null
2014-03-24,0.183000,0.183000,0.183000,0.183000,0.183000,0
2014-03-25,0.183000,0.183000,0.183000,0.183000,0.183000,0
2014-03-26,0.183000,0.183000,0.183000,0.183000,0.183000,0
2014-03-27,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-03-28,0.185600,0.185600,0.185600,0.185600,0.185600,0
2014-03-30,null,null,null,null,null,null
2014-03-31,0.185600,0.185600,0.185600,0.185600,0.185600,0
2014-04-01,null,null,null,null,null,null
2014-04-02,0.186000,0.186000,0.186000,0.186000,0.186000,0
2014-04-03,0.186000,0.186000,0.186000,0.186000,0.186000,0
2014-04-04,0.186000,0.186000,0.186000,0.186000,0.186000,0
2014-04-06,null,null,null,null,null,null
2014-04-07,0.186000,0.186000,0.186000,0.186000,0.186000,0
2014-04-08,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-09,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-10,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-11,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-13,null,null,null,null,null,null
2014-04-14,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-15,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-16,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-17,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-20,null,null,null,null,null,null
2014-04-21,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-22,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-04-23,0.186000,0.186000,0.186000,0.186000,0.186000,1
2014-04-24,0.190000,0.190000,0.186000,0.186000,0.186000,1
2014-04-25,0.186000,0.186000,0.186000,0.186000,0.186000,0
2014-04-27,null,null,null,null,null,null
2014-04-28,0.186000,0.186000,0.186000,0.186000,0.186000,0
2014-04-29,0.186000,0.186000,0.186000,0.186000,0.186000,0
2014-04-30,0.183200,0.183200,0.183200,0.183200,0.183200,0
2014-05-01,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-05-02,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-05-04,null,null,null,null,null,null
2014-05-05,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-05-06,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-05-07,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-05-08,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-05-09,0.185000,0.185000,0.185000,0.185000,0.185000,0
2014-05-11,null,null,null,null,null,null
2014-05-12,0.186000,0.186000,0.186000,0.186000,0.186000,0
2014-05-13,0.186000,0.186000,0.186000,0.186000,0.186000,0
2014-05-14,0.189000,0.189000,0.186000,0.186000,0.186000,0
2014-05-15,0.186550,0.186550,0.186550,0.186550,0.186550,0
2014-05-16,0.186550,0.186550,0.186550,0.186550,0.186550,0
2014-05-18,null,null,null,null,null,null
2014-05-19,0.186550,0.186550,0.186550,0.186550,0.186550,0
2014-05-20,0.186550,0.186550,0.186550,0.186550,0.186550,0
2014-05-21,0.186550,0.186550,0.186550,0.186550,0.186550,0
2014-05-22,0.186550,0.186550,0.186550,0.186550,0.186550,0
2014-05-23,0.186550,0.186550,0.186550,0.186550,0.186550,0
2014-05-25,null,null,null,null,null,null
2014-05-27,0.186550,0.186550,0.186550,0.186550,0.186550,0
2014-05-28,0.186550,0.186550,0.186550,0.186550,0.186550,0
2014-05-29,0.187030,0.187030,0.187030,0.187030,0.187030,0
2014-05-30,0.187030,0.187030,0.187030,0.187030,0.187030,0
2014-06-01,null,null,null,null,null,null
2014-06-02,0.190000,0.190000,0.190000,0.190000,0.190000,0
2014-06-03,0.190000,0.190000,0.190000,0.190000,0.190000,0
2014-06-04,0.190000,0.190000,0.190000,0.190000,0.190000,0
2014-06-05,0.190000,0.190000,0.190000,0.190000,0.190000,0
2014-06-06,0.191290,0.191290,0.191290,0.191290,0.191290,0
2014-06-08,null,null,null,null,null,null
2014-06-09,0.191290,0.191290,0.191290,0.191290,0.191290,0
2014-06-10,0.191290,0.191290,0.191290,0.191290,0.191290,0
2014-06-11,0.191290,0.191290,0.191290,0.191290,0.191290,0
2014-06-12,0.191950,0.191950,0.191950,0.191950,0.191950,0
2014-06-13,0.191950,0.191950,0.191950,0.191950,0.191950,0
2014-06-15,null,null,null,null,null,null
2014-06-16,0.191950,0.191950,0.191950,0.191950,0.191950,0
2014-06-17,0.191950,0.191950,0.191950,0.191950,0.191950,0
2014-06-18,0.191950,0.191950,0.191950,0.191950,0.191950,0
2014-06-19,0.191950,0.191950,0.191950,0.191950,0.191950,0
2014-06-20,0.192900,0.192900,0.192900,0.192900,0.192900,0
2014-06-22,null,null,null,null,null,null
